"#1 - Archives uniquement","0.1","EDT","2018","1","280","273"
"#11 - Fournitures C5 mécanisable-fenêtres","0.0346","CECURITY - MISE SOUS PLI","2018","3","498","620"
"#12 - 1er pli C5 mécanisable-fenêtres","0.0346","CECURITY - MISE SOUS PLI","2018","3","498","620"
"#13 - Plis >1 C5 mécanisable-fenêtres","0.0057","CECURITY - MISE SOUS PLI","2018","3","1834","2182"
"#14 - Fourniture C4 à fenêtres","0.104","CECURITY - MISE SOUS PLI","2018","3","159","179"
"#15 - Pli manuel C4 à fenêtres","0.461","CECURITY - MISE SOUS PLI","2018","3","159","179"
"#16 - Fourniture C4 à soufflet avec imp.adresse","0.576","CECURITY - MISE SOUS PLI","2018","3","3","3"
"#17 - Pli manuel C4 à soufflet","0.461","CECURITY - MISE SOUS PLI","2018","3","3","3"
"#18 - Timbres","0.0","CECURITY - AFFRANCHISSEMENT","2018","3","0","0"
"#26 - Logistique courrier industriel (par enveloppe)","0.0115","CECURITY - AFFRANCHISSEMENT","2018","3","472","472"
"#19 - Dépôt La Poste","12.05","CECURITY - AFFRANCHISSEMENT","2018","3","6","6"
"#20 - Gestion des PND","3.15","CECURITY - AFFRANCHISSEMENT","2018","3","1","1"
"#21 - Livraison par coursier intramuros","82.72","CECURITY - AFFRANCHISSEMENT","2018","3","2","2"
"#22 - Livraison par coursier 77a-78a-91a-95a","82.72","CECURITY - AFFRANCHISSEMENT","2018","3","0","0"
"#23 - Livraison par coursier 77b-78b-91b-95b","82.72","CECURITY - AFFRANCHISSEMENT","2018","3","0","0"
"#24 - Livraison par coursier 92-93-94","82.72","CECURITY - AFFRANCHISSEMENT","2018","3","0","0"
"#2 - Original PFP vers Annonceur avec archivage","0.2","EDT","2017","1","0","0"
"#3 - Original PDF vers Editique avec archivage","0.13","EDT","2017","1","1573","1571"
"#4 - Copie PFP vers Agence sans archivage","0.1","EDT","2017","1","647","647"
"#5 - Copie PDF vers Editique sans archivage","0.03","EDT","2017","1","489","449"
"#6 - Copie PDF vers Agence sans archivage","0.03","EDT","2017","1","315","357"
"#7 - Composition  & Personnalisation N&B","0.0449","CECURITY - IMPRESSION","2017","1","7646","7646"
"#8 - Traitement forfait (prise en charge Laser) 12 envois","61.2","CECURITY - IMPRESSION","2017","1","1","1"
"#9 - Papier Blanc 80 gr","0.01","CECURITY - IMPRESSION","2017","1","3823","3823"
"#10 - Traitement/Tri Regroupement","0.011","CECURITY - IMPRESSION","2017","1","7646","7646"
"#11 - Fournitures C5 mécanisable-fenêtres","0.0337","CECURITY - MISE SOUS PLI","2017","1","266","266"
"#12 - 1er pli C5 mécanisable-fenêtres","0.0337","CECURITY - MISE SOUS PLI","2017","1","266","266"
"#13 - Plis >1 C5 mécanisable-fenêtres","0.0056","CECURITY - MISE SOUS PLI","2017","1","964","964"
"#14 - Fourniture C4 à fenêtres","0.101","CECURITY - MISE SOUS PLI","2017","1","168","168"
"#15 - Pli manuel C4 à fenêtres","0.449","CECURITY - MISE SOUS PLI","2017","1","168","168"
"#16 - Fourniture C4 à soufflet avec imp.adresse","0.561","CECURITY - MISE SOUS PLI","2017","1","3","3"
"#17 - Pli manuel C4 à soufflet","0.449","CECURITY - MISE SOUS PLI","2017","1","3","3"
"#18 - Timbres","1.0","CECURITY - AFFRANCHISSEMENT","2017","1","529","529"
"#26 - Logistique courrier industriel (par enveloppe)","0.0112","CECURITY - AFFRANCHISSEMENT","2017","1","217","217"
"#19 - Dépôt La Poste","11.73","CECURITY - AFFRANCHISSEMENT","2017","1","6","6"
"#20 - Gestion des PND","3.06","CECURITY - AFFRANCHISSEMENT","2017","1","0","0"
"#21 - Livraison par coursier intramuros","80.58","CECURITY - AFFRANCHISSEMENT","2017","1","0","0"
"#22 - Livraison par coursier 77a-78a-91a-95a","80.58","CECURITY - AFFRANCHISSEMENT","2017","1","0","0"
"#23 - Livraison par coursier 77b-78b-91b-95b","80.58","CECURITY - AFFRANCHISSEMENT","2017","1","0","0"
"#24 - Livraison par coursier 92-93-94","80.58","CECURITY - AFFRANCHISSEMENT","2017","1","2","2"
"#1 - Archives uniquement","0.1","EDT","2017","2","334","334"
"#2 - Original PFP vers Annonceur avec archivage","0.2","EDT","2017","2","0","0"
"#3 - Original PDF vers Editique avec archivage","0.13","EDT","2017","2","1439","1551"
"#4 - Copie PFP vers Agence sans archivage","0.1","EDT","2017","2","613","613"
"#5 - Copie PDF vers Editique sans archivage","0.03","EDT","2017","2","459","309"
"#6 - Copie PDF vers Agence sans archivage","0.03","EDT","2017","2","305","343"
"#7 - Composition  & Personnalisation N&B","0.0449","CECURITY - IMPRESSION","2017","2","6152","6152"
"#8 - Traitement forfait (prise en charge Laser) 12 envois","61.2","CECURITY - IMPRESSION","2017","2","1","1"
"#9 - Papier Blanc 80 gr","0.01","CECURITY - IMPRESSION","2017","2","3076","3076"
"#10 - Traitement/Tri Regroupement","0.011","CECURITY - IMPRESSION","2017","2","6152","6152"
"#11 - Fournitures C5 mécanisable-fenêtres","0.0337","CECURITY - MISE SOUS PLI","2017","2","226","226"
"#12 - 1er pli C5 mécanisable-fenêtres","0.0337","CECURITY - MISE SOUS PLI","2017","2","226","226"
"#13 - Plis >1 C5 mécanisable-fenêtres","0.0056","CECURITY - MISE SOUS PLI","2017","2","942","942"
"#14 - Fourniture C4 à fenêtres","0.101","CECURITY - MISE SOUS PLI","2017","2","152","152"
"#15 - Pli manuel C4 à fenêtres","0.449","CECURITY - MISE SOUS PLI","2017","2","152","152"
"#16 - Fourniture C4 à soufflet avec imp.adresse","0.561","CECURITY - MISE SOUS PLI","2017","2","2","2"
"#17 - Pli manuel C4 à soufflet","0.449","CECURITY - MISE SOUS PLI","2017","2","2","2"
"#18 - Timbres","1.0","CECURITY - AFFRANCHISSEMENT","2017","2","441","441"
"#26 - Logistique courrier industriel (par enveloppe)","0.0112","CECURITY - AFFRANCHISSEMENT","2017","2","193","193"
"#19 - Dépôt La Poste","11.73","CECURITY - AFFRANCHISSEMENT","2017","2","3","3"
"#20 - Gestion des PND","3.06","CECURITY - AFFRANCHISSEMENT","2017","2","0","0"
"#21 - Livraison par coursier intramuros","80.58","CECURITY - AFFRANCHISSEMENT","2017","2","0","0"
"#22 - Livraison par coursier 77a-78a-91a-95a","80.58","CECURITY - AFFRANCHISSEMENT","2017","2","0","0"
"#23 - Livraison par coursier 77b-78b-91b-95b","80.58","CECURITY - AFFRANCHISSEMENT","2017","2","0","0"
"#24 - Livraison par coursier 92-93-94","80.58","CECURITY - AFFRANCHISSEMENT","2017","2","2","2"
"#1 - Archives uniquement","0.1","EDT","2017","3","318","318"
"#2 - Original PFP vers Annonceur avec archivage","0.2","EDT","2017","3","0","0"
"#3 - Original PDF vers Editique avec archivage","0.13","EDT","2017","3","2510","2507"
"#4 - Copie PFP vers Agence sans archivage","0.1","EDT","2017","3","952","952"
"#5 - Copie PDF vers Editique sans archivage","0.03","EDT","2017","3","960","900"
"#6 - Copie PDF vers Agence sans archivage","0.03","EDT","2017","3","493","556"
"#7 - Composition  & Personnalisation N&B","0.0449","CECURITY - IMPRESSION","2017","3","10306","10306"
"#8 - Traitement forfait (prise en charge Laser) 12 envois","61.2","CECURITY - IMPRESSION","2017","3","1","1"
"#9 - Papier Blanc 80 gr","0.01","CECURITY - IMPRESSION","2017","3","5153","5153"
"#10 - Traitement/Tri Regroupement","0.011","CECURITY - IMPRESSION","2017","3","10306","10306"
"#11 - Fournitures C5 mécanisable-fenêtres","0.0337","CECURITY - MISE SOUS PLI","2017","3","720","720"
"#12 - 1er pli C5 mécanisable-fenêtres","0.0337","CECURITY - MISE SOUS PLI","2017","3","720","720"
"#13 - Plis >1 C5 mécanisable-fenêtres","0.0056","CECURITY - MISE SOUS PLI","2017","3","2480","2480"
"#14 - Fourniture C4 à fenêtres","0.101","CECURITY - MISE SOUS PLI","2017","3","188","188"
"#15 - Pli manuel C4 à fenêtres","0.449","CECURITY - MISE SOUS PLI","2017","3","188","188"
"#16 - Fourniture C4 à soufflet avec imp.adresse","0.561","CECURITY - MISE SOUS PLI","2017","3","3","3"
"#17 - Pli manuel C4 à soufflet","0.449","CECURITY - MISE SOUS PLI","2017","3","3","3"
"#18 - Timbres","1.0","CECURITY - AFFRANCHISSEMENT","2017","3","845","845"
"#26 - Logistique courrier industriel (par enveloppe)","0.0112","CECURITY - AFFRANCHISSEMENT","2017","3","628","628"
"#19 - Dépôt La Poste","11.73","CECURITY - AFFRANCHISSEMENT","2017","3","8","8"
"#20 - Gestion des PND","3.06","CECURITY - AFFRANCHISSEMENT","2017","3","0","0"
"#21 - Livraison par coursier intramuros","80.58","CECURITY - AFFRANCHISSEMENT","2017","3","0","0"
"#22 - Livraison par coursier 77a-78a-91a-95a","80.58","CECURITY - AFFRANCHISSEMENT","2017","3","0","0"
"#23 - Livraison par coursier 77b-78b-91b-95b","80.58","CECURITY - AFFRANCHISSEMENT","2017","3","0","0"
"#24 - Livraison par coursier 92-93-94","80.58","CECURITY - AFFRANCHISSEMENT","2017","3","2","2"
"#1 - Archives uniquement","0.1","EDT","2017","4","166","166"
"#2 - Original PFP vers Annonceur avec archivage","0.2","EDT","2017","4","0","0"
"#3 - Original PDF vers Editique avec archivage","0.13","EDT","2017","4","1982","1980"
"#4 - Copie PFP vers Agence sans archivage","0.1","EDT","2017","4","739","739"
"#5 - Copie PDF vers Editique sans archivage","0.03","EDT","2017","4","664","629"
"#6 - Copie PDF vers Agence sans archivage","0.03","EDT","2017","4","462","499"
"#7 - Composition  & Personnalisation N&B","0.0449","CECURITY - IMPRESSION","2017","4","8710","8710"
"#8 - Traitement forfait (prise en charge Laser) 12 envois","61.2","CECURITY - IMPRESSION","2017","4","1","1"
"#9 - Papier Blanc 80 gr","0.01","CECURITY - IMPRESSION","2017","4","4355","4355"
"#10 - Traitement/Tri Regroupement","0.011","CECURITY - IMPRESSION","2017","4","8710","8710"
"#11 - Fournitures C5 mécanisable-fenêtres","0.0337","CECURITY - MISE SOUS PLI","2017","4","428","428"
"#12 - 1er pli C5 mécanisable-fenêtres","0.0337","CECURITY - MISE SOUS PLI","2017","4","428","428"
"#13 - Plis >1 C5 mécanisable-fenêtres","0.0056","CECURITY - MISE SOUS PLI","2017","4","1528","1528"
"#14 - Fourniture C4 à fenêtres","0.101","CECURITY - MISE SOUS PLI","2017","4","194","194"
"#15 - Pli manuel C4 à fenêtres","0.449","CECURITY - MISE SOUS PLI","2017","4","194","194"
"#16 - Fourniture C4 à soufflet avec imp.adresse","0.561","CECURITY - MISE SOUS PLI","2017","4","2","2"
"#17 - Pli manuel C4 à soufflet","0.449","CECURITY - MISE SOUS PLI","2017","4","2","2"
"#18 - Timbres","1.0","CECURITY - AFFRANCHISSEMENT","2017","4","662","662"
"#26 - Logistique courrier industriel (par enveloppe)","0.0112","CECURITY - AFFRANCHISSEMENT","2017","4","381","381"
"#19 - Dépôt La Poste","11.73","CECURITY - AFFRANCHISSEMENT","2017","4","5","5"
"#20 - Gestion des PND","3.06","CECURITY - AFFRANCHISSEMENT","2017","4","0","0"
"#21 - Livraison par coursier intramuros","80.58","CECURITY - AFFRANCHISSEMENT","2017","4","0","0"
"#22 - Livraison par coursier 77a-78a-91a-95a","80.58","CECURITY - AFFRANCHISSEMENT","2017","4","0","0"
"#23 - Livraison par coursier 77b-78b-91b-95b","80.58","CECURITY - AFFRANCHISSEMENT","2017","4","0","0"
"#24 - Livraison par coursier 92-93-94","80.58","CECURITY - AFFRANCHISSEMENT","2017","4","2","2"
"#1 - Archives uniquement","0.1","EDT","2017","5","137","137"
"#2 - Original PFP vers Annonceur avec archivage","0.2","EDT","2017","5","0","0"
"#3 - Original PDF vers Editique avec archivage","0.13","EDT","2017","5","2002","1994"
"#4 - Copie PFP vers Agence sans archivage","0.1","EDT","2017","5","728","728"
"#5 - Copie PDF vers Editique sans archivage","0.03","EDT","2017","5","718","673"
"#6 - Copie PDF vers Agence sans archivage","0.03","EDT","2017","5","469","522"
"#7 - Composition  & Personnalisation N&B","0.0449","CECURITY - IMPRESSION","2017","5","9458","9458"
"#8 - Traitement forfait (prise en charge Laser) 12 envois","61.2","CECURITY - IMPRESSION","2017","5","1","1"
"#9 - Papier Blanc 80 gr","0.01","CECURITY - IMPRESSION","2017","5","4729","4729"
"#10 - Traitement/Tri Regroupement","0.011","CECURITY - IMPRESSION","2017","5","9458","9458"
"#11 - Fournitures C5 mécanisable-fenêtres","0.0337","CECURITY - MISE SOUS PLI","2017","5","422","422"
"#12 - 1er pli C5 mécanisable-fenêtres","0.0337","CECURITY - MISE SOUS PLI","2017","5","422","422"
"#13 - Plis >1 C5 mécanisable-fenêtres","0.0056","CECURITY - MISE SOUS PLI","2017","5","1592","1592"
"#14 - Fourniture C4 à fenêtres","0.101","CECURITY - MISE SOUS PLI","2017","5","199","199"
"#15 - Pli manuel C4 à fenêtres","0.449","CECURITY - MISE SOUS PLI","2017","5","199","199"
"#16 - Fourniture C4 à soufflet avec imp.adresse","0.561","CECURITY - MISE SOUS PLI","2017","5","2","2"
"#17 - Pli manuel C4 à soufflet","0.449","CECURITY - MISE SOUS PLI","2017","5","2","2"
"#18 - Timbres","1.0","CECURITY - AFFRANCHISSEMENT","2017","5","677","677"
"#26 - Logistique courrier industriel (par enveloppe)","0.0112","CECURITY - AFFRANCHISSEMENT","2017","5","380","380"
"#19 - Dépôt La Poste","11.73","CECURITY - AFFRANCHISSEMENT","2017","5","5","5"
"#20 - Gestion des PND","3.06","CECURITY - AFFRANCHISSEMENT","2017","5","0","0"
"#21 - Livraison par coursier intramuros","80.58","CECURITY - AFFRANCHISSEMENT","2017","5","0","0"
"#22 - Livraison par coursier 77a-78a-91a-95a","80.58","CECURITY - AFFRANCHISSEMENT","2017","5","0","0"
"#23 - Livraison par coursier 77b-78b-91b-95b","80.58","CECURITY - AFFRANCHISSEMENT","2017","5","0","0"
"#24 - Livraison par coursier 92-93-94","80.58","CECURITY - AFFRANCHISSEMENT","2017","5","2","2"
"#1 - Archives uniquement","0.1","EDT","2017","6","273","225"
"#2 - Original PFP vers Annonceur avec archivage","0.2","EDT","2017","6","0","0"
"#3 - Original PDF vers Editique avec archivage","0.13","EDT","2017","6","2058","2104"
"#4 - Copie PFP vers Agence sans archivage","0.1","EDT","2017","6","855","880"
"#5 - Copie PDF vers Editique sans archivage","0.03","EDT","2017","6","673","579"
"#6 - Copie PDF vers Agence sans archivage","0.03","EDT","2017","6","455","474"
"#7 - Composition  & Personnalisation N&B","0.0449","CECURITY - IMPRESSION","2017","6","10194","9538"
"#8 - Traitement forfait (prise en charge Laser) 12 envois","61.2","CECURITY - IMPRESSION","2017","6","1","1"
"#9 - Papier Blanc 80 gr","0.01","CECURITY - IMPRESSION","2017","6","5097","4769"
"#10 - Traitement/Tri Regroupement","0.011","CECURITY - IMPRESSION","2017","6","10194","9538"
"#11 - Fournitures C5 mécanisable-fenêtres","0.0337","CECURITY - MISE SOUS PLI","2017","6","494","369"
"#12 - 1er pli C5 mécanisable-fenêtres","0.0337","CECURITY - MISE SOUS PLI","2017","6","494","369"
"#13 - Plis >1 C5 mécanisable-fenêtres","0.0056","CECURITY - MISE SOUS PLI","2017","6","1708","1389"
"#14 - Fourniture C4 à fenêtres","0.101","CECURITY - MISE SOUS PLI","2017","6","207","199"
"#15 - Pli manuel C4 à fenêtres","0.449","CECURITY - MISE SOUS PLI","2017","6","207","199"
"#16 - Fourniture C4 à soufflet avec imp.adresse","0.561","CECURITY - MISE SOUS PLI","2017","6","3","3"
"#17 - Pli manuel C4 à soufflet","0.449","CECURITY - MISE SOUS PLI","2017","6","3","3"
"#18 - Timbres","1.0","CECURITY - AFFRANCHISSEMENT","2017","6","684","684"
"#26 - Logistique courrier industriel (par enveloppe)","0.0112","CECURITY - AFFRANCHISSEMENT","2017","6","311","311"
"#19 - Dépôt La Poste","11.73","CECURITY - AFFRANCHISSEMENT","2017","6","6","6"
"#20 - Gestion des PND","3.06","CECURITY - AFFRANCHISSEMENT","2017","6","0","0"
"#21 - Livraison par coursier intramuros","80.58","CECURITY - AFFRANCHISSEMENT","2017","6","0","0"
"#22 - Livraison par coursier 77a-78a-91a-95a","80.58","CECURITY - AFFRANCHISSEMENT","2017","6","0","0"
"#23 - Livraison par coursier 77b-78b-91b-95b","80.58","CECURITY - AFFRANCHISSEMENT","2017","6","0","0"
"#24 - Livraison par coursier 92-93-94","80.58","CECURITY - AFFRANCHISSEMENT","2017","6","2","2"
"#1 - Archives uniquement","0.1","EDT","2017","7","61","0"
"#2 - Original PFP vers Annonceur avec archivage","0.2","EDT","2017","7","0","0"
"#3 - Original PDF vers Editique avec archivage","0.13","EDT","2017","7","1727","1788"
"#4 - Copie PFP vers Agence sans archivage","0.1","EDT","2017","7","692","710"
"#5 - Copie PDF vers Editique sans archivage","0.03","EDT","2017","7","566","455"
"#6 - Copie PDF vers Agence sans archivage","0.03","EDT","2017","7","385","417"
"#7 - Composition  & Personnalisation N&B","0.0449","CECURITY - IMPRESSION","2017","7","8536","8536"
"#8 - Traitement forfait (prise en charge Laser) 12 envois","61.2","CECURITY - IMPRESSION","2017","7","1","1"
"#9 - Papier Blanc 80 gr","0.01","CECURITY - IMPRESSION","2017","7","4268","4268"
"#10 - Traitement/Tri Regroupement","0.011","CECURITY - IMPRESSION","2017","7","8536","8536"
"#11 - Fournitures C5 mécanisable-fenêtres","0.0337","CECURITY - MISE SOUS PLI","2017","7","295","295"
"#12 - 1er pli C5 mécanisable-fenêtres","0.0337","CECURITY - MISE SOUS PLI","2017","7","295","295"
"#13 - Plis >1 C5 mécanisable-fenêtres","0.0056","CECURITY - MISE SOUS PLI","2017","7","1137","1137"
"#14 - Fourniture C4 à fenêtres","0.101","CECURITY - MISE SOUS PLI","2017","7","182","181"
"#15 - Pli manuel C4 à fenêtres","0.449","CECURITY - MISE SOUS PLI","2017","7","182","181"
"#16 - Fourniture C4 à soufflet avec imp.adresse","0.561","CECURITY - MISE SOUS PLI","2017","7","3","3"
"#17 - Pli manuel C4 à soufflet","0.449","CECURITY - MISE SOUS PLI","2017","7","3","3"
"#18 - Timbres","1.0","CECURITY - AFFRANCHISSEMENT","2017","7","556","556"
"#26 - Logistique courrier industriel (par enveloppe)","0.0112","CECURITY - AFFRANCHISSEMENT","2017","7","255","255"
"#19 - Dépôt La Poste","11.73","CECURITY - AFFRANCHISSEMENT","2017","7","4","4"
"#20 - Gestion des PND","3.06","CECURITY - AFFRANCHISSEMENT","2017","7","0","0"
"#21 - Livraison par coursier intramuros","80.58","CECURITY - AFFRANCHISSEMENT","2017","7","0","0"
"#22 - Livraison par coursier 77a-78a-91a-95a","80.58","CECURITY - AFFRANCHISSEMENT","2017","7","0","0"
"#23 - Livraison par coursier 77b-78b-91b-95b","80.58","CECURITY - AFFRANCHISSEMENT","2017","7","0","0"
"#24 - Livraison par coursier 92-93-94","80.58","CECURITY - AFFRANCHISSEMENT","2017","7","2","2"
"#1 - Archives uniquement","0.1","EDT","2017","8","196","188"
"#2 - Original PFP vers Annonceur avec archivage","0.2","EDT","2017","8","0","0"
"#3 - Original PDF vers Editique avec archivage","0.13","EDT","2017","8","1451","1459"
"#4 - Copie PFP vers Agence sans archivage","0.1","EDT","2017","8","536","556"
"#5 - Copie PDF vers Editique sans archivage","0.03","EDT","2017","8","485","416"
"#6 - Copie PDF vers Agence sans archivage","0.03","EDT","2017","8","369","410"
"#7 - Composition  & Personnalisation N&B","0.0449","CECURITY - IMPRESSION","2017","8","7204","7352"
"#8 - Traitement forfait (prise en charge Laser) 12 envois","61.2","CECURITY - IMPRESSION","2017","8","1","1"
"#9 - Papier Blanc 80 gr","0.01","CECURITY - IMPRESSION","2017","8","3602","3676"
"#10 - Traitement/Tri Regroupement","0.011","CECURITY - IMPRESSION","2017","8","7204","7352"
"#11 - Fournitures C5 mécanisable-fenêtres","0.0337","CECURITY - MISE SOUS PLI","2017","8","269","292"
"#12 - 1er pli C5 mécanisable-fenêtres","0.0337","CECURITY - MISE SOUS PLI","2017","8","269","292"
"#13 - Plis >1 C5 mécanisable-fenêtres","0.0056","CECURITY - MISE SOUS PLI","2017","8","1099","1152"
"#14 - Fourniture C4 à fenêtres","0.101","CECURITY - MISE SOUS PLI","2017","8","157","159"
"#15 - Pli manuel C4 à fenêtres","0.449","CECURITY - MISE SOUS PLI","2017","8","157","159"
"#16 - Fourniture C4 à soufflet avec imp.adresse","0.561","CECURITY - MISE SOUS PLI","2017","8","3","3"
"#17 - Pli manuel C4 à soufflet","0.449","CECURITY - MISE SOUS PLI","2017","8","3","3"
"#18 - Timbres","1.0","CECURITY - AFFRANCHISSEMENT","2017","8","524","524"
"#26 - Logistique courrier industriel (par enveloppe)","0.0112","CECURITY - AFFRANCHISSEMENT","2017","8","246","246"
"#19 - Dépôt La Poste","11.73","CECURITY - AFFRANCHISSEMENT","2017","8","4","4"
"#20 - Gestion des PND","3.06","CECURITY - AFFRANCHISSEMENT","2017","8","5","5"
"#21 - Livraison par coursier intramuros","80.58","CECURITY - AFFRANCHISSEMENT","2017","8","0","0"
"#22 - Livraison par coursier 77a-78a-91a-95a","80.58","CECURITY - AFFRANCHISSEMENT","2017","8","0","0"
"#23 - Livraison par coursier 77b-78b-91b-95b","80.58","CECURITY - AFFRANCHISSEMENT","2017","8","0","0"
"#24 - Livraison par coursier 92-93-94","80.58","CECURITY - AFFRANCHISSEMENT","2017","8","2","2"
"#1 - Archives uniquement","0.1","EDT","2017","9","224","224"
"#2 - Original PFP vers Annonceur avec archivage","0.2","EDT","2017","9","0","0"
"#3 - Original PDF vers Editique avec archivage","0.13","EDT","2017","9","1277","1277"
"#4 - Copie PFP vers Agence sans archivage","0.1","EDT","2017","9","427","446"
"#5 - Copie PDF vers Editique sans archivage","0.03","EDT","2017","9","485","431"
"#6 - Copie PDF vers Agence sans archivage","0.03","EDT","2017","9","295","330"
